Scopus Source ID,Title,Citation Count,Scholarly Output,Percent Cited,CiteScore 2020,SNIP,SJR,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Percentile,RANK,Rank Out Of,Publisher,Type,Open Access,Quartile,Top 10% (CiteScore Percentile),URL Scopus Source ID,Print ISSN,E-ISSN
19900191735,Topics in Cognitive Science,1019,206,92,4.9,1.382,1.191,1709,Human-Computer Interaction,70,36,120,Wiley-Blackwell,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900191735,17568757,17568765
19900191735,Topics in Cognitive Science,1019,206,92,4.9,1.382,1.191,1702,Artificial Intelligence,64,80,227,Wiley-Blackwell,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900191735,17568757,17568765
19900191737,Studies in Informatics and Control,756,178,69,4.2,0.874,0.321,1700,Computer Science (all),77,51,226,National Institute for R & D in Informatics,j, NO,1,FALSE,https://www.scopus.com/sourceid/19900191737,12201766,1841429X
19900191768,Control Engineering and Applied Informatics,322,155,65,2.1,0.442,0.209,1700,Computer Science (all),55,101,226,Romanian Society of Control Engineering and Technical Informatics,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900191768,14548658,
19900191876,Transinformacao,65,109,32,0.6,0.502,0.162,1710,Information Systems,13,284,329,Pontificia Universidade Catolica de Campinas,j, YES,4,FALSE,https://www.scopus.com/sourceid/19900191876,1033786,
19900191878,Infocommunications Journal,73,88,34,0.8,0.221,0.185,1700,Computer Science (all),21,177,226,Scientific Association for Infocommunications,j, NO,4,FALSE,https://www.scopus.com/sourceid/19900191878,20612079,20612125
19900191968,Journal of Communications Software and Systems,226,127,54,1.8,0.545,0.191,1712,Software,27,282,389,University of Split,j, YES,3,FALSE,https://www.scopus.com/sourceid/19900191968,18456421,
19900191975,Journal of Uncertain Systems,108,87,40,1.2,0.319,0.145,1707,Computer Vision and Pattern Recognition,21,67,85,World Academic Press,j, NO,4,FALSE,https://www.scopus.com/sourceid/19900191975,17528909,17528917
19900191975,Journal of Uncertain Systems,108,87,40,1.2,0.319,0.145,1702,Artificial Intelligence,20,181,227,World Academic Press,j, NO,4,FALSE,https://www.scopus.com/sourceid/19900191975,17528909,17528917
19900192159,International Journal of Sensor Networks,771,278,59,2.8,0.562,0.281,1706,Computer Science Applications,53,322,693,Inderscience Publishers,j,NO,2,FALSE,https://www.scopus.com/sourceid/19900192159,17481279,17481287
19900192159,International Journal of Sensor Networks,771,278,59,2.8,0.562,0.281,1705,Computer Networks and Communications,53,156,334,Inderscience Publishers,j,NO,2,FALSE,https://www.scopus.com/sourceid/19900192159,17481279,17481287
19900192316,International Journal of Architectural Computing,133,81,49,1.6,1.125,0.322,1704,Computer Graphics and Computer-Aided Design,39,54,88,SAGE,j, NO,3,FALSE,https://www.scopus.com/sourceid/19900192316,14780771,
19900192316,International Journal of Architectural Computing,133,81,49,1.6,1.125,0.322,1706,Computer Science Applications,35,448,693,SAGE,j, NO,3,FALSE,https://www.scopus.com/sourceid/19900192316,14780771,
19900192513,Swarm and Evolutionary Computation,5898,466,87,12.7,2.9,1.46,1700,Computer Science (all),96,9,226,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/19900192513,22106502,
19900192598,"International Journal of Modeling, Simulation, and Scientific Computing",409,267,54,1.5,0.544,0.232,1706,Computer Science Applications,32,466,693,World Scientific,j, NO,3,FALSE,https://www.scopus.com/sourceid/19900192598,17939623,17939615
19900192734,Advances and Applications in Bioinformatics and Chemistry,43,13,77,3.3,0.41,0.223,1706,Computer Science Applications,59,279,693,Dove Medical Press,j, YES,2,FALSE,https://www.scopus.com/sourceid/19900192734,11786949,
19900192900,Molecular Informatics,1337,247,78,5.4,0.703,0.481,1706,Computer Science Applications,77,155,693,Wiley-Blackwell,j, NO,1,FALSE,https://www.scopus.com/sourceid/19900192900,18681743,18681751
19900193217,Journal of Emerging Technologies in Accounting,280,80,74,3.5,1.648,0.756,1706,Computer Science Applications,62,261,693,American Accounting Association,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900193217,15541908,15587940
19900193654,Transactions of the Japan Society for Computational Engineering and Science,20,74,24,0.3,0.472,0.128,1700,Computer Science (all),5,214,226,Nihon Keisan Kogakkai,j, NO,4,FALSE,https://www.scopus.com/sourceid/19900193654,13449443,13478826
19900193674,Applied Ontology,219,62,74,3.5,1.951,0.365,1700,Computer Science (all),72,62,226,IOS Press,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900193674,15705838,18758533
19900193684,Journal of Multiscale Modeling,12,12,33,1,0,0,1706,Computer Science Applications,20,548,693,World Scientific,j,NO,4,FALSE,https://www.scopus.com/sourceid/19900193684,17569737,17569745
19900193685,International Journal of Knowledge-Based and Intelligent Engineering Systems,306,91,47,3.4,0.761,0.242,1702,Artificial Intelligence,50,112,227,IOS Press,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900193685,13272314,18758827
19900193685,International Journal of Knowledge-Based and Intelligent Engineering Systems,306,91,47,3.4,0.761,0.242,1712,Software,49,196,389,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/19900193685,13272314,18758827
19900194826,Journal of Global Information Technology Management,134,52,69,2.6,1.06,0.466,1710,Information Systems,50,165,329,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/19900194826,1097198X,23336846
19900195075,International Journal of Communication Networks and Information Security,522,198,68,2.6,0.787,0.216,1705,Computer Networks and Communications,51,162,334,"Institute of Information Technology, Kohat University of Science and Technology",j, NO,2,FALSE,https://www.scopus.com/sourceid/19900195075,20760930,2073607X
20000195008,"International Journal of Technological Learning, Innovation and Development",86,65,52,1.3,0.579,0.447,1706,Computer Science Applications,28,495,693,Inderscience Publishers,j,NO,3,FALSE,https://www.scopus.com/sourceid/20000195008,17531942,17531950
20000195009,International Journal of Electronics and Telecommunications,419,338,43,1.2,0.583,0.174,1705,Computer Networks and Communications,27,244,334,Polish Academy of Sciences,j, YES,3,FALSE,https://www.scopus.com/sourceid/20000195009,20818491,23001933
20000195053,"International Journal of Circuits, Systems and Signal Processing",272,416,32,0.7,0.484,0.156,1711,Signal Processing,13,94,108,North Atlantic University Union NAUN,j, NO,4,FALSE,https://www.scopus.com/sourceid/20000195053,19984464,
20100195036,International Journal of Healthcare Information Systems and Informatics,108,69,49,1.6,0.487,0.266,1710,Information Systems,32,221,329,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/20100195036,15553396,1555340X
20300195016,"Transactions on Electrical Engineering, Electronics, and Communications",66,68,40,1,0.395,0.148,1705,Computer Networks and Communications,20,265,334,"Electrical Engineering/Electronics, Computer, Communications and Information Technology Association (ECTI)",j, NO,4,FALSE,https://www.scopus.com/sourceid/20300195016,16859545,
20400195003,International Journal of Advanced Intelligence Paradigms,227,238,30,1,0.36,0.158,1700,Computer Science (all),25,169,226,Inderscience Publishers,j, NO,3,FALSE,https://www.scopus.com/sourceid/20400195003,17550386,17550394
20400195011,International Journal of Autonomous and Adaptive Communications Systems,83,89,33,0.9,0.177,0.158,1700,Computer Science (all),24,171,226,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/20400195011,17548632,17548640
20400195016,International Journal of Computers and their Applications,14,65,15,0.2,0.05,0.107,1700,Computer Science (all),4,216,226,International Society for Computers and Their Applications (ISCA),j,NO,4,FALSE,https://www.scopus.com/sourceid/20400195016,10765204,
21100195304,Procesamiento de Lenguaje Natural,167,173,43,1,0.471,0.149,1706,Computer Science Applications,20,553,693,Sociedad Espanola para el Procesamiento del Lenguaje Natural,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100195304,11355948,19897553
21100197345,Journal of Robotics and Mechatronics,614,410,52,1.5,0.662,0.257,1700,Computer Science (all),41,132,226,Fuji Technology Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100197345,9153942,18838049
21100197510,Journal of Electrical and Computer Engineering,993,256,61,3.9,0.926,0.318,1700,Computer Science (all),75,55,226,Hindawi,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100197510,20900147,20900155
21100197510,Journal of Electrical and Computer Engineering,993,256,61,3.9,0.926,0.318,1711,Signal Processing,60,43,108,Hindawi,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100197510,20900147,20900155
21100197714,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,474,1230,19,0.4,0.571,0.142,1700,Computer Science (all),10,203,226,Associacao Iberica de Sistemas e Tecnologias de Informacao (AISTI),j, YES,4,FALSE,https://www.scopus.com/sourceid/21100197714,16469895,
21100197928,Applied Mathematics and Information Sciences,965,587,47,1.6,0.636,0.228,1706,Computer Science Applications,35,447,693,Natural Sciences Publishing,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100197928,19350090,23250399
21100197928,Applied Mathematics and Information Sciences,965,587,47,1.6,0.636,0.228,1703,Computational Theory and Mathematics,34,88,133,Natural Sciences Publishing,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100197928,19350090,23250399
21100197952,Journal of Rail Transport Planning and Management,293,89,79,3.3,1.533,0.697,1706,Computer Science Applications,59,280,693,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100197952,22109706,
21100198205,International Journal of Communication Networks and Distributed Systems,343,179,60,1.9,0.532,0.207,1705,Computer Networks and Communications,41,196,334,Inderscience Publishers,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100198205,17543916,17543924
21100198223,International Journal of Reasoning-based Intelligent Systems,59,130,31,0.5,0.363,0.13,1700,Computer Science (all),12,199,226,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/21100198223,17550556,17550564
21100198230,International Journal of Intelligent Systems Technologies and Applications,101,117,32,0.9,0.37,0.156,1700,Computer Science (all),22,176,226,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100198230,17408865,17408873
21100198457,ACM Communications in Computer Algebra,21,93,15,0.2,0.283,0.125,1703,Computational Theory and Mathematics,2,130,133,ACM,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100198457,19322232,19322240
21100198470,International Journal of Information Systems and Supply Chain Management,181,81,56,2.2,0.715,0.357,1710,Information Systems,45,180,329,The Information Resources Management Association (IRMA),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100198470,19355726,19355734
21100198475,Electronic Letters on Computer Vision and Image Analysis,60,48,29,1.3,0.523,0.15,1707,Computer Vision and Pattern Recognition,22,66,85,Centre de Visio per Computador,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100198475,15775097,
21100198475,Electronic Letters on Computer Vision and Image Analysis,60,48,29,1.3,0.523,0.15,1712,Software,18,318,389,Centre de Visio per Computador,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100198475,15775097,
21100198552,International Journal of Applied Cryptography,31,16,50,1.9,1.938,0.246,1703,Computational Theory and Mathematics,42,77,133,Inderscience Publishers,j,NO,3,FALSE,https://www.scopus.com/sourceid/21100198552,17530563,17530571
21100198552,International Journal of Applied Cryptography,31,16,50,1.9,1.938,0.246,1705,Computer Networks and Communications,42,194,334,Inderscience Publishers,j,NO,3,FALSE,https://www.scopus.com/sourceid/21100198552,17530563,17530571
21100199308,Journal of Applied Analysis,77,84,32,0.9,0.311,0.234,1703,Computational Theory and Mathematics,16,111,133,Walter de Gruyter,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100199308,14256908,18696082
21100199333,"Groups, Complexity, Cryptology",39,26,69,1.5,0.78,0.176,1705,Computer Networks and Communications,33,222,334,Walter de Gruyter,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100199333,18671144,18696104
21100199333,"Groups, Complexity, Cryptology",39,26,69,1.5,0.78,0.176,1703,Computational Theory and Mathematics,31,92,133,Walter de Gruyter,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100199333,18671144,18696104
21100199341,"International Journal of Data Mining, Modelling and Management",69,71,42,1,0.372,0.151,1706,Computer Science Applications,20,552,693,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/21100199341,17591163,17591171
21100199346,Journal of Mathematical Cryptology,63,68,38,0.9,0.666,0.248,1706,Computer Science Applications,19,558,693,Walter de Gruyter,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100199346,18622976,18622984
21100199535,International Journal of Arts and Technology,35,61,26,0.6,0.197,0.167,1706,Computer Science Applications,11,614,693,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100199535,17548853,17548861
21100199540,"AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali",197,169,56,1.2,0.355,0.217,1700,Computer Science (all),33,151,226,Accademia Peloritana dei Pericolanti,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100199540,3650359,18251242
21100199727,Journal of Computing and Information Technology,84,60,53,1.4,0.356,0.169,1700,Computer Science (all),38,139,226,University of Zagreb,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100199727,13301136,18463908
21100199731,Scandinavian Journal of Information Systems,42,32,28,1.3,0.421,0.181,1710,Information Systems,29,234,329,"Department of Mathematics and Computer Science, Institute of Electronic Systems, University of Aalborg",j, NO,3,FALSE,https://www.scopus.com/sourceid/21100199731,9050167,19010990
21100199780,Multiagent and Grid Systems,74,67,45,1.1,0.257,0.181,1700,Computer Science (all),30,156,226,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100199780,15741702,18759076
21100199784,"Annals of the University of Craiova, Mathematics and Computer Science Series",50,109,27,0.5,0.486,0.17,1706,Computer Science Applications,9,629,693,"Universitaria Publishing House, University of Craiova",j, NO,4,FALSE,https://www.scopus.com/sourceid/21100199784,12236934,22469958
21100199790,International Journal of Intelligent Engineering and Systems,1436,771,54,1.9,0.552,0.187,1700,Computer Science (all),51,110,226,Intelligent Networks and Systems Society,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100199790,2185310X,21853118
21100199795,Algorithms,2615,917,61,2.9,0.896,0.346,1703,Computational Theory and Mathematics,60,53,133,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,2,FALSE,https://www.scopus.com/sourceid/21100199795,19994893,
21100199814,Cybernetics and Information Technologies,520,208,60,2.5,0.942,0.272,1700,Computer Science (all),59,91,226,"Institute of Information and Communication Technologies, Bulgarian Academy of Sciences",j, YES,2,FALSE,https://www.scopus.com/sourceid/21100199814,13119702,13144081
21100199837,Frontiers in Neurorobotics,1921,352,74,5.5,1.462,0.668,1702,Artificial Intelligence,69,70,227,Frontiers Media S.A.,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100199837,16625218,
21100199855,Proceedings of the VLDB Endowment,5937,800,75,7.4,2.564,0.946,1701,Computer Science (miscellaneous),92,6,69,very large data base endowment inc.,j, NO,1,TRUE,https://www.scopus.com/sourceid/21100199855,21508097,
21100199855,Proceedings of the VLDB Endowment,5937,800,75,7.4,2.564,0.946,1700,Computer Science (all),88,26,226,very large data base endowment inc.,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100199855,21508097,
21100199856,Journal of Information Technology Education:Research,299,105,66,2.8,1.132,0.51,1700,Computer Science (all),66,77,226,Informing Science Institute,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100199856,15479714,15393585
21100200203,Wiley Interdisciplinary Reviews: Computational Molecular Science,4190,151,94,27.7,5.702,5.126,1706,Computer Science Applications,99,3,693,Wiley-Blackwell,j, NO,1,TRUE,https://www.scopus.com/sourceid/21100200203,17590876,17590884
21100200426,Frontiers of Computer Science,1253,330,72,3.8,1.027,0.406,1700,Computer Science (all),75,57,226,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100200426,20952228,20952236
21100200639,Journal of Gaming and Virtual Worlds,50,54,59,0.9,0.315,0.209,1704,Computer Graphics and Computer-Aided Design,24,67,88,Intellect Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100200639,1757191X,17571928
21100200639,Journal of Gaming and Virtual Worlds,50,54,59,0.9,0.315,0.209,1706,Computer Science Applications,19,558,693,Intellect Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100200639,1757191X,17571928
21100200639,Journal of Gaming and Virtual Worlds,50,54,59,0.9,0.315,0.209,1709,Human-Computer Interaction,17,100,120,Intellect Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100200639,1757191X,17571928
21100200653,Information Polity,313,87,61,3.6,1.409,0.582,1710,Information Systems,63,121,329,IOS Press,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100200653,15701255,18758754
21100200659,International Journal of Virtual and Personal Learning Environments,33,32,41,1,0.648,0.135,1706,Computer Science Applications,21,542,693,IGI Global Publishing,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100200659,19478518,19478526
21100200660,International Journal of Web Information Systems,210,115,59,1.8,0.633,0.186,1705,Computer Networks and Communications,40,200,334,Emerald,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100200660,17440084,17440092
21100200660,International Journal of Web Information Systems,210,115,59,1.8,0.633,0.186,1710,Information Systems,38,202,329,Emerald,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100200660,17440084,17440092
21100200802,Journal of Information and Communication Technology,285,95,73,3,1.095,0.217,1700,Computer Science (all),69,70,226,Universiti Utara Malaysia Press,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100200802,1675414X,21803862
21100200804,ACM Transactions on Management Information Systems,424,73,59,5.8,1.929,0.603,1700,Computer Science (all),86,32,226,ACM,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100200804,2158656X,21586578
21100201051,Annals of Library and Information Studies,116,103,44,1.1,0.882,0.298,1706,Computer Science Applications,24,522,693,National Institute of Science Communication and Information Resources (NISCAIR),j, NO,4,FALSE,https://www.scopus.com/sourceid/21100201051,9725423,9752404
21100201056,Electronic Journal of e-Learning,363,104,67,3.5,1.617,0.574,1706,Computer Science Applications,62,262,693,Academic Publishing Limited,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100201056,14794403,
21100201073,"Journal of Institute of Control, Robotics and Systems",743,598,57,1.2,0.511,0.215,1712,Software,18,319,389,"Institute of Control, Robotics and Systems",j, NO,4,FALSE,https://www.scopus.com/sourceid/21100201073,19765622,
21100201313,Mathematical and Computational Forestry and Natural-Resource Sciences,54,36,83,1.5,0.629,0.373,1706,Computer Science Applications,32,470,693,Contemporary Journal Concept Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100201313,19467664,
21100201505,International Journal of Advances in Soft Computing and its Applications,138,116,48,1.2,0.612,0.15,1706,Computer Science Applications,26,512,693,International Center for Scientific Research and Studies (ICSRS),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100201505,20748523,
21100201512,International Journal of Decision Support System Technology,82,68,46,1.2,0.447,0.139,1700,Computer Science (all),33,150,226,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100201512,19416296,1941630X
21100201516,International Journal of Mobile and Blended Learning,152,81,63,1.9,0.409,0.225,1700,Computer Science (all),51,109,226,IGI Global Publishing,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100201516,19418647,19418655
21100201542,Symmetry,15501,4588,62,3.4,1.097,0.385,1701,Computer Science (miscellaneous),77,16,69,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,1,FALSE,https://www.scopus.com/sourceid/21100201542,20738994,
21100201977,Electronic Journal of Information Systems in Developing Countries,516,167,78,3.1,1.06,0.41,1710,Information Systems,55,148,329,Wiley-Blackwell,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100201977,16814835,
21100202719,Journal of Systems and Information Technology,211,68,72,3.1,0.934,0.295,1700,Computer Science (all),71,66,226,Emerald,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100202719,13287265,17588847
21100202719,Journal of Systems and Information Technology,211,68,72,3.1,0.934,0.295,1710,Information Systems,55,147,329,Emerald,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100202719,13287265,17588847
21100202746,TAL Traitement Automatique des Langues,31,35,40,0.9,1.265,0.146,1706,Computer Science Applications,18,565,693,Association pour le Traitement Automatique des Langues (ATALA),j, NO,4,FALSE,https://www.scopus.com/sourceid/21100202746,12489433,19650906
21100202935,Ingenierie des Systemes d'Information,347,251,43,1.4,0.598,0.161,1710,Information Systems,30,229,329,Lavoisier,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100202935,16331311,21167125
21100203110,Computer Optics,2150,488,76,4.4,1.45,0.491,1707,Computer Vision and Pattern Recognition,65,30,85,"Institution of Russian Academy of Sciences, Image Processing Systems Institute of RAS",j, YES,2,FALSE,https://www.scopus.com/sourceid/21100203110,1342452,
21100203114,Journal of Computer Networks and Communications,445,109,74,4.1,1.127,0.355,1705,Computer Networks and Communications,68,105,334,Hindawi,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100203114,20907141,2090715X
21100203114,Journal of Computer Networks and Communications,445,109,74,4.1,1.127,0.355,1710,Information Systems,67,106,329,Hindawi,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100203114,20907141,2090715X
21100203119,International Journal of Bio-Inspired Computation,781,180,72,4.3,0.961,0.411,1700,Computer Science (all),78,49,226,Inderscience Publishers,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100203119,17580366,17580374
21100203301,Journal of Information Processing Systems,1650,438,99,3.8,0.822,0.288,1710,Information Systems,64,118,329,Korea Information Processing Society (KIPS),j, NO,2,FALSE,https://www.scopus.com/sourceid/21100203301,1976913X,2092805X
21100203301,Journal of Information Processing Systems,1650,438,99,3.8,0.822,0.288,1712,Software,54,178,389,Korea Information Processing Society (KIPS),j, NO,2,FALSE,https://www.scopus.com/sourceid/21100203301,1976913X,2092805X
21100204111,"Smart Innovation, Systems and Technologies",4553,4627,36,1,0.402,0.172,1700,Computer Science (all),27,165,226,Springer Nature,k, NO,3,FALSE,https://www.scopus.com/sourceid/21100204111,21903018,21903026
21100204120,Journal of Analytical Methods in Chemistry,1287,437,69,2.9,0.819,0.407,1706,Computer Science Applications,55,309,693,Hindawi,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100204120,20908865,20908873
21100204505,Australasian Journal of Information Systems,390,153,65,2.5,1.029,0.351,1710,Information Systems,49,167,329,"UQ Business School, The University of Queensland",j, YES,3,FALSE,https://www.scopus.com/sourceid/21100204505,14498618,13262238
21100204505,Australasian Journal of Information Systems,390,153,65,2.5,1.029,0.351,1709,Human-Computer Interaction,41,71,120,"UQ Business School, The University of Queensland",j, YES,3,FALSE,https://www.scopus.com/sourceid/21100204505,14498618,13262238
21100204516,International Journal of Data Analysis Techniques and Strategies,104,83,53,1.3,0.603,0.245,1710,Information Systems,27,238,329,Inderscience Publishers,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100204516,17558050,17558069
21100204931,Sistemi Intelligenti,46,84,29,0.5,0.494,0.148,1702,Artificial Intelligence,8,208,227,Il Mulino publishing house,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100204931,11209550,19738226
21100205111,Computational Methods and Function Theory,276,156,47,1.8,1.402,0.627,1703,Computational Theory and Mathematics,36,85,133,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100205111,16179447,
21100205112,Journal of software: Evolution and Process,1182,261,80,4.5,1.318,0.371,1712,Software,61,151,389,Wiley-Blackwell,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100205112,20477481,
21100206263,New Mathematics and Natural Computation,269,122,52,2.2,0.986,0.296,1703,Computational Theory and Mathematics,49,68,133,World Scientific,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100206263,17930057,17937027
21100206263,New Mathematics and Natural Computation,269,122,52,2.2,0.986,0.296,1706,Computer Science Applications,45,377,693,World Scientific,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100206263,17930057,17937027
21100206263,New Mathematics and Natural Computation,269,122,52,2.2,0.986,0.296,1709,Human-Computer Interaction,37,76,120,World Scientific,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100206263,17930057,17937027
21100207010,Journal of Fiber Bioengineering and Informatics,6,65,8,0.1,0.009,0.103,1700,Computer Science (all),1,222,226,"Textile Bioengineering and Informatics Society, The Hong Kong Polytechnic University",j,NO,4,FALSE,https://www.scopus.com/sourceid/21100207010,19408676,
21100207605,International Journal of Agricultural and Environmental Information Systems,123,74,50,1.7,0.41,0.159,1710,Information Systems,35,212,329,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100207605,19473192,19473206
21100207616,International Journal of Sociotechnology and Knowledge Development,93,68,56,1.4,0.823,0.241,1706,Computer Science Applications,29,491,693,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100207616,19416253,19416261
21100208036,Foundations of Computing and Decision Sciences,110,68,50,1.6,0.497,0.192,1700,Computer Science (all),44,125,226,Walter de Gruyter,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100208036,8676356,23003405
21100208044,Policy and Internet,480,80,84,6,2.066,1.281,1706,Computer Science Applications,80,137,693,Wiley-Blackwell,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100208044,,19442866
21100208072,Scalable Computing,248,168,44,1.5,0.633,0.192,1700,Computer Science (all),40,134,226,universitatea de vest,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100208072,18951767,
21100210905,i-Perception,1105,319,91,3.5,0.976,0.64,1702,Artificial Intelligence,52,108,227,SAGE,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100210905,20416695,
21100210909,Nordic Journal of Digital Literacy,99,52,52,1.9,0.849,0.465,1706,Computer Science Applications,40,410,693,Universitetsforlaget AS,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100210909,8096724,1891943X
21100210920,Journal of Electronic Commerce Research,293,72,81,4.1,0.811,0.686,1706,Computer Science Applications,68,217,693,California State University Press,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100210920,19389027,15266133
21100211105,Internetworking Indonesia Journal,89,51,57,1.7,0.397,0.174,1700,Computer Science (all),47,119,226,Internetworking Indonesia,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100211105,19429703,
21100211117,Communications in Applied Mathematics and Computational Science,46,31,65,1.5,0.639,0.827,1706,Computer Science Applications,31,477,693,Mathematical Sciences Publishers,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100211117,15593940,21575452
21100211117,Communications in Applied Mathematics and Computational Science,46,31,65,1.5,0.639,0.827,1703,Computational Theory and Mathematics,28,95,133,Mathematical Sciences Publishers,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100211117,15593940,21575452
21100211334,Journal of Cognitive Engineering and Decision Making,458,86,79,5.3,1.628,0.511,1706,Computer Science Applications,76,160,693,SAGE,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100211334,15553434,21695032
21100211724,Intelligent Decision Technologies,241,151,40,1.6,0.687,0.206,1709,Human-Computer Interaction,30,84,120,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100211724,18724981,18758843
21100211724,Intelligent Decision Technologies,241,151,40,1.6,0.687,0.206,1707,Computer Vision and Pattern Recognition,27,62,85,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100211724,18724981,18758843
21100211724,Intelligent Decision Technologies,241,151,40,1.6,0.687,0.206,1702,Artificial Intelligence,25,169,227,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100211724,18724981,18758843
21100211724,Intelligent Decision Technologies,241,151,40,1.6,0.687,0.206,1712,Software,24,293,389,IOS Press,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100211724,18724981,18758843
21100211768,International Journal of Computational Vision and Robotics,160,148,41,1.1,0.298,0.153,1706,Computer Science Applications,23,531,693,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100211768,17529131,1752914X
